name,value,element,season,code,gw
James McArthur,48,114,2016-17,50471,21
James Milner,64,208,2016-17,15157,21
Joel Matip,53,199,2016-17,60914,21
Jordan Henderson,63,201,2016-17,56979,21
Junior Stanislas,52,42,2016-17,56872,21
Kelechi Iheanacho,62,241,2016-17,173515,21
Kieran Gibbs,47,7,2016-17,42427,21
Loris Karius,45,189,2016-17,104542,21
Lukasz Fabianski,48,356,2016-17,37096,21
Manuel Lanzini,63,462,2016-17,86934,21
Matt Phillips,58,446,2016-17,50229,21
Mesut Özil,95,14,2016-17,37605,21
Nathaniel Clyne,58,193,2016-17,57328,21
Nick Pope,39,471,2016-17,98747,21
Olivier Giroud,87,25,2016-17,44346,21
Patrick Bamford,49,553,2016-17,106617,21
Paul Pogba,85,503,2016-17,74208,21
Phil Jagielka,47,127,2016-17,7645,21
Robert Snodgrass,58,155,2016-17,18987,21
Roberto Firmino,84,209,2016-17,92217,21
Sadio Mané,91,212,2016-17,110979,21
Salomón Rondón,68,449,2016-17,57134,21
Theo Walcott,75,13,2016-17,20467,21
Tom Cleverley,51,135,2016-17,43250,21
Wilfred Ndidi,50,628,2016-17,203341,21
Wilfried Zaha,57,111,2016-17,82403,21
Willian Borges Da Silva,72,86,2016-17,47431,21
Xherdan Shaqiri,61,333,2016-17,68312,21
Alex Iwobi,59,21,2016-17,153133,22
Anthony Martial,92,267,2016-17,148225,22
Bamidele Alli,87,398,2016-17,108823,22
Ben Mee,46,56,2016-17,51927,22
Calum Chambers,45,11,2016-17,101184,22
Christian Eriksen,87,394,2016-17,80607,22
Danny Rose,61,383,2016-17,38290,22
Diego Da Silva Costa,103,97,2016-17,18507,22
Gylfi Sigurdsson,72,368,2016-17,55422,22
Harry Kane,111,403,2016-17,78830,22
Heung-Min Son,68,402,2016-17,85971,22
Ilkay Gündogan,49,236,2016-17,59859,22
Islam Slimani,82,567,2016-17,149828,22
Junior Stanislas,53,42,2016-17,56872,22
Kevin De Bruyne,105,235,2016-17,61366,22
Marcos Alonso,66,561,2016-17,82263,22
Mason Holgate,41,495,2016-17,194164,22
Matt Phillips,59,446,2016-17,50229,22
Michail Antonio,69,464,2016-17,57531,22
Nathan Aké,42,36,2016-17,126184,22
Nemanja Matic,50,87,2016-17,62398,22
Pierre-Emile Højbjerg,42,312,2016-17,132015,22
Romelu Lukaku,96,143,2016-17,66749,22
Ruben Loftus-Cheek,50,88,2016-17,126187,22
Steve Cook,50,32,2016-17,56917,22
Theo Walcott,74,13,2016-17,20467,22
Tom Heaton,50,54,2016-17,21205,22
Wilfried Zaha,56,111,2016-17,82403,22
Adam Lallana,75,205,2016-17,39155,23
Andy Carroll,63,468,2016-17,40142,23
Bamidele Alli,88,398,2016-17,108823,23
Cheikhou Kouyaté,50,459,2016-17,55037,23
Christian Benteke,73,213,2016-17,54861,23
Claudio Bravo,51,541,2016-17,33148,23
Diego Da Silva Costa,104,97,2016-17,18507,23
Divock Origi,64,217,2016-17,152760,23
Erik Pieters,46,321,2016-17,39487,23
Gary Cahill,65,78,2016-17,19419,23
Harry Kane,112,403,2016-17,78830,23
Johann Berg Gudmundsson,49,473,2016-17,60586,23
Jonny Evans,44,431,2016-17,37642,23
Jordan Pickford,41,340,2016-17,111234,23
Kelechi Iheanacho,61,241,2016-17,173515,23
Kyle Walker,62,384,2016-17,58621,23
Loris Karius,44,189,2016-17,104542,23
Lys Mousset,51,53,2016-17,178304,23
Nathan Aké,41,36,2016-17,126184,23
Odion Ighalo,68,426,2016-17,58498,23
Ola Aina,45,487,2016-17,159506,23
Phil Jones,50,245,2016-17,76359,23
Riyad Mahrez,89,176,2016-17,103025,23
Robert Snodgrass,57,155,2016-17,18987,23
Ryan Fraser,49,536,2016-17,90105,23
Sadio Mané,90,212,2016-17,110979,23
Seamus Coleman,56,126,2016-17,59949,23
Sofiane Boufal,67,551,2016-17,128198,23
Tom Davies,44,512,2016-17,173807,23
Troy Deeney,66,425,2016-17,41725,23
Wes Morgan,47,167,2016-17,15033,23
Wilfried Zaha,55,111,2016-17,82403,23
Adam Lallana,74,205,2016-17,39155,24
Adam Smith,46,34,2016-17,54469,24
Ademola Lookman,54,627,2016-17,219352,24
Adrián San Miguel del Castillo,46,450,2016-17,60706,24
Ashley Westwood,45,641,2016-17,60551,24
Bamidele Alli,89,398,2016-17,108823,24
Branislav Ivanovic,56,76,2016-17,41135,24
Calum Chambers,44,11,2016-17,101184,24
Christian Eriksen,88,394,2016-17,80607,24
Divock Origi,63,217,2016-17,152760,24
Eldin Jakupovic,40,147,2016-17,11974,24
Gabriel Fernando de Jesus,91,625,2016-17,205651,24
Gylfi Sigurdsson,73,368,2016-17,55422,24
Jordan Ayew,50,642,2016-17,80146,24
Kamil Grosicki,55,647,2016-17,49957,24
Kevin De Bruyne,106,235,2016-17,61366,24
Kyle Walker,63,384,2016-17,58621,24
Luka Milivojevic,50,646,2016-17,66975,24
Martin Kelly,43,106,2016-17,58786,24
Mason Holgate,42,495,2016-17,194164,24
Matt Targett,41,299,2016-17,169359,24
Michail Antonio,70,464,2016-17,57531,24
Moussa Sissoko,66,572,2016-17,45268,24
Nathan Aké,40,36,2016-17,126184,24
Olivier Giroud,85,25,2016-17,44346,24
Paul Pogba,84,503,2016-17,74208,24
Robbie Brady,55,640,2016-17,90517,24
Sadio Mané,91,212,2016-17,110979,24
Seamus Coleman,57,126,2016-17,59949,24
Steve Cook,49,32,2016-17,56917,24
Virgil van Dijk,57,303,2016-17,97032,24
Wilfried Zaha,56,111,2016-17,82403,24
Willian Borges Da Silva,71,86,2016-17,47431,24
Aaron Cresswell,52,454,2016-17,55459,25
Adam Lallana,71,205,2016-17,39155,25
Andre Gray,61,68,2016-17,73426,25
Andros Townsend,58,120,2016-17,60252,25
Callum Wilson,61,49,2016-17,75115,25
Christian Fuchs,52,168,2016-17,37402,25
César Azpilicueta,65,77,2016-17,41328,25
Danny Rose,60,383,2016-17,38290,25
Diego Da Silva Costa,105,97,2016-17,18507,25
Divock Origi,62,217,2016-17,152760,25
Gabriel Fernando de Jesus,93,625,2016-17,205651,25
Gylfi Sigurdsson,75,368,2016-17,55422,25
James Milner,65,208,2016-17,15157,25
Jeff Hendrick,53,560,2016-17,83314,25
Jeffrey Schlupp,47,169,2016-17,86417,25
Junior Stanislas,52,42,2016-17,56872,25
Marc Albrighton,49,177,2016-17,51938,25
Marcos Alonso,67,561,2016-17,82263,25
Michael Keane,50,58,2016-17,106611,25
Mohamed Elneny,45,22,2016-17,153256,25
Olivier Giroud,84,25,2016-17,44346,25
Phil Jones,49,245,2016-17,76359,25
Raheem Sterling,78,228,2016-17,103955,25
Robert Snodgrass,58,155,2016-17,18987,25
Romelu Lukaku,98,143,2016-17,66749,25
Ryan Fraser,48,536,2016-17,90105,25
Salomón Rondón,67,449,2016-17,57134,25
Seamus Coleman,58,126,2016-17,59949,25
Sergio Agüero,127,239,2016-17,37572,25
Tom Heaton,51,54,2016-17,21205,25
Troy Deeney,67,425,2016-17,41725,25
Wilfred Ndidi,49,628,2016-17,203341,25
Adam Smith,45,34,2016-17,54469,26
Bamidele Alli,88,398,2016-17,108823,26
Ben Mee,47,56,2016-17,51927,26
Christian Benteke,72,213,2016-17,54861,26
Christian Eriksen,87,394,2016-17,80607,26
David Luiz Moreira Marinho,63,570,2016-17,41270,26
Diego Da Silva Costa,107,97,2016-17,18507,26
Eldin Jakupovic,41,147,2016-17,11974,26
Jack Butland,45,316,2016-17,105666,26
Junior Stanislas,51,42,2016-17,56872,26
Kyle Walker,64,384,2016-17,58621,26
Marcos Alonso,68,561,2016-17,82263,26
Martin Kelly,42,106,2016-17,58786,26
Matt Phillips,58,446,2016-17,50229,26
Nathan Aké,39,36,2016-17,126184,26
Neil Taylor,41,360,2016-17,47390,26
Nemanja Matic,49,87,2016-17,62398,26
Phil Jagielka,46,127,2016-17,7645,26
Romelu Lukaku,99,143,2016-17,66749,26
Ross Barkley,71,134,2016-17,88894,26
Sadio Mané,94,212,2016-17,110979,26
Seamus Coleman,59,126,2016-17,59949,26
Steve Cook,48,32,2016-17,56917,26
