name,code,element,position,season,team,gw
Federico Fernández,57145,354,DEF,2017-18,Swansea,1
Federico Fernández,57145,323,DEF,2020-21,Newcastle,1
Federico Fernández,57145,465,DEF,2021-22,Newcastle,1
Felipe Anderson Pereira Gomes,101537,440,MID,2020-21,West Ham,1
Felipe Augusto de Almeida Monteiro,116404,445,DEF,2023-24,Nott'm Forest,1
Felix Nmecha,219265,609,MID,2020-21,Man City,14
Femi Seriki,471848,705,MID,2020-21,Sheffield Utd,37
Femi Seriki,471848,653,DEF,2023-24,Sheffield Utd,1
Fernando Luiz Rosa,27789,233,DEF,2016-17,Man City,1
Fernando Luiz Rosa,27789,250,DEF,2017-18,Man City,1
Fernando Luiz Rosa,27789,266,DEF,2020-21,Man City,2
Fernando Luiz Rosa,27789,453,MID,2021-22,Man City,1
Fernando Marçal,111291,505,DEF,2020-21,Wolves,1
Fernando Marçal,111291,432,DEF,2021-22,Wolves,1
Ferran Torres,224444,287,MID,2020-21,Man City,2
Ferran Torres,224444,268,MID,2021-22,Man City,1
Fikayo Tomori,194794,503,DEF,2017-18,Chelsea,1
Fikayo Tomori,194794,121,DEF,2020-21,Chelsea,1
Filip Benkovic,213405,237,DEF,2020-21,Leicester,1
Filip Krovinovic,200878,555,MID,2020-21,West Brom,4
Filip Marschall,462381,650,GK,2021-22,Aston Villa,17
Filip Marschall,462381,670,GK,2023-24,Aston Villa,2
Finley Munroe,521966,854,DEF,2023-24,Aston Villa,34
Finley Stevens,450550,569,DEF,2021-22,Brentford,3
Fletcher Holman,602934,840,FWD,2023-24,Wolves,30
Florian Lejeune,77359,294,DEF,2017-18,Newcastle,1
Florian Lejeune,77359,327,DEF,2020-21,Newcastle,1
Florin Andone,93284,64,FWD,2020-21,Brighton,1
Florin Andone,93284,500,FWD,2021-22,Brighton,1
Flynn Downes,220585,531,MID,2023-24,West Ham,1
Fodé Ballo-Touré,225897,707,DEF,2023-24,Fulham,5
Folarin Balogun,232223,530,FWD,2021-22,Arsenal,1
Folarin Balogun,232223,1,FWD,2023-24,Arsenal,1
Francisco Casilla Cortés,39790,194,GK,2020-21,Leeds,1
Francisco Casilla Cortés,39790,183,GK,2021-22,Leeds,1
Francisco Femenía Far,54484,407,DEF,2017-18,Watford,1
Francisco Femenía Far,54484,382,DEF,2021-22,Watford,1
Francisco Jorge Tomás Oliveira,510363,689,MID,2021-22,Wolves,23
Francisco Jorge Tomás Oliveira,510363,549,MID,2023-24,Wolves,1
Francisco Machado Mota de Castro Trincão,222564,461,MID,2021-22,Wolves,1
Francisco Sierralta,208973,396,DEF,2021-22,Watford,1
Franco Umeh-Chibueze,574398,821,FWD,2023-24,Crystal Palace,25
Frank Onyeka,428580,479,MID,2021-22,Brentford,1
Frank Onyeka,428580,111,MID,2023-24,Brentford,1
Frankie Maguire,531076,670,MID,2020-21,Sheffield Utd,24
Fraser Forster,40383,294,GK,2016-17,Southampton,1
Fraser Forster,40383,306,GK,2017-18,Southampton,1
Fraser Forster,40383,523,GK,2020-21,Southampton,1
Fraser Forster,40383,333,GK,2021-22,Southampton,1
Fraser Forster,40383,498,GK,2023-24,Spurs,1
Fred Onyedinma,168035,329,MID,2023-24,Luton,1
Freddie Woodman,155503,529,GK,2017-18,Newcastle,3
Freddie Woodman,155503,513,GK,2021-22,Newcastle,1
Frederico Rodrigues de Paula Santos,101582,299,MID,2020-21,Man Utd,2
Frederico Rodrigues de Paula Santos,101582,274,MID,2021-22,Man Utd,1
Frederico Rodrigues de Paula Santos,101582,381,MID,2023-24,Man Utd,1
Frederik Alves,486870,637,DEF,2020-21,West Ham,19
Frederik Alves,486870,521,DEF,2021-22,West Ham,1
Frédéric Guilbert,203368,47,DEF,2020-21,Aston Villa,2
Frédéric Guilbert,203368,46,DEF,2021-22,Aston Villa,1
Fábio Ferreira Vieira,438098,4,MID,2023-24,Arsenal,1
Gabriel Fernando de Jesus,205651,625,FWD,2016-17,Man City,21
Gabriel Fernando de Jesus,205651,259,FWD,2017-18,Man City,1
Gabriel Fernando de Jesus,205651,282,FWD,2020-21,Man City,2
Gabriel Fernando de Jesus,205651,263,FWD,2021-22,Man City,1
Gabriel Fernando de Jesus,205651,8,FWD,2023-24,Arsenal,1
Gabriel Magalhães,226597,494,DEF,2020-21,Arsenal,1
Gabriel Magalhães,226597,23,DEF,2021-22,Arsenal,1
Gabriel Magalhães,226597,5,DEF,2023-24,Arsenal,1
Gabriel Martinelli Silva,444145,26,MID,2020-21,Arsenal,1
Gabriel Martinelli Silva,444145,26,MID,2021-22,Arsenal,1
Gabriel Martinelli Silva,444145,12,MID,2023-24,Arsenal,1
Gabriel Osho,199056,330,DEF,2023-24,Luton,1
Gabriel Słonina,471798,215,GK,2023-24,Chelsea,1
Gaetano Berardi,38588,685,DEF,2020-21,Leeds,27
Garang Kuol,564510,418,MID,2023-24,Newcastle,1
Gareth Bale,36903,543,MID,2020-21,Spurs,3
Gary Cahill,19419,78,DEF,2016-17,Chelsea,1
Gary Cahill,19419,98,DEF,2017-18,Chelsea,1
Gary Cahill,19419,125,DEF,2020-21,Crystal Palace,1
Gavin Kilkenny,444183,71,MID,2023-24,Bournemouth,1
Gedson Carvalho Fernandes,195774,401,MID,2020-21,Spurs,1
George Baldock,82691,351,DEF,2020-21,Sheffield Utd,1
George Baldock,82691,473,DEF,2023-24,Sheffield Utd,1
George Earthy,490885,829,MID,2023-24,West Ham,26
George Shelvey,450197,636,GK,2023-24,Nott'm Forest,1
Georginio Wijnaldum,41733,485,MID,2016-17,Liverpool,1
Georginio Wijnaldum,41733,232,MID,2017-18,Liverpool,1
Georginio Wijnaldum,41733,243,MID,2020-21,Liverpool,1
Gianluca Scamacca,195899,541,FWD,2023-24,West Ham,1
Giovani Lo Celso,200826,403,MID,2020-21,Spurs,1
Giovani Lo Celso,200826,372,MID,2021-22,Spurs,1
Giovani Lo Celso,200826,503,MID,2023-24,Spurs,1
Giovanni Reyna,427420,801,MID,2023-24,Nott'm Forest,23
Giulian Biancone,437753,438,DEF,2023-24,Nott'm Forest,1
Glen Rea,165152,334,MID,2023-24,Luton,1
Glenn Murray,20529,71,FWD,2017-18,Brighton,1
Glenn Murray,20529,53,FWD,2020-21,Brighton,1
Gonzalo Montiel,218430,679,DEF,2023-24,Nott'm Forest,3
Gonçalo Manuel Ganchinho Guedes,181284,554,MID,2023-24,Wolves,1
Grady Diangana,179830,636,MID,2017-18,West Ham,32
Grady Diangana,179830,446,MID,2020-21,West Brom,1
Granit Xhaka,84450,24,MID,2016-17,Arsenal,1
Granit Xhaka,84450,23,MID,2017-18,Arsenal,1
Granit Xhaka,84450,9,MID,2020-21,Arsenal,1
Granit Xhaka,84450,7,MID,2021-22,Arsenal,1
Granit Xhaka,84450,30,MID,2023-24,Arsenal,1
Grant Hanley,83428,292,DEF,2017-18,Newcastle,1
Grant Hanley,83428,319,DEF,2021-22,Norwich,1
Guglielmo Vicario,184254,520,GK,2023-24,Spurs,1
Gustavo Hamer,196100,663,MID,2023-24,Sheffield Utd,2
Gustavo Henrique Furtado Scarpa,185253,462,MID,2023-24,Nott'm Forest,1
Gylfi Sigurdsson,55422,368,MID,2016-17,Swansea,1
Gylfi Sigurdsson,55422,359,MID,2017-18,Swansea,1
Gylfi Sigurdsson,55422,359,MID,2017-18,Everton,2
Gylfi Sigurdsson,55422,150,MID,2020-21,Everton,1
Gylfi Sigurdsson,55422,164,MID,2021-22,Everton,1
Habeeb Ogunneye,519325,833,DEF,2023-24,Man Utd,27
Hakim Ziyech,124183,114,MID,2020-21,Chelsea,1
Hakim Ziyech,124183,131,MID,2021-22,Chelsea,1
Hakim Ziyech,124183,218,MID,2023-24,Chelsea,1
Hal Robson-Kanu,49440,571,FWD,2016-17,West Brom,4
Hal Robson-Kanu,49440,436,FWD,2017-18,West Brom,1
Hal Robson-Kanu,49440,408,FWD,2020-21,West Brom,1
Halil Dervişoğlu,434662,95,FWD,2021-22,Brentford,1
Halil Dervişoğlu,434662,100,FWD,2023-24,Brentford,1
Hamed Traorè,424044,87,MID,2023-24,Bournemouth,1
Hamza Choudhury,197469,571,MID,2017-18,Leicester,14
Hamza Choudhury,197469,234,MID,2020-21,Leicester,1
Hamza Choudhury,197469,214,MID,2021-22,Leicester,1
Han-Noah Massengo,437757,694,MID,2023-24,Burnley,4
Hannes Delcroix,247245,674,DEF,2023-24,Burnley,3
Hannibal Mejbri,465527,712,MID,2020-21,Man Utd,38
Hannibal Mejbri,465527,706,MID,2021-22,Man Utd,25
Hannibal Mejbri,465527,383,MID,2023-24,Man Utd,1
Harrison Ashby,441024,617,DEF,2021-22,West Ham,8
Harrison Ashby,441024,404,DEF,2023-24,Newcastle,1
Harrison Reed,153366,307,MID,2016-17,Southampton,1
Harrison Reed,153366,373,MID,2020-21,Fulham,1
Harrison Reed,153366,282,MID,2023-24,Fulham,1
Harry Amass,577974,846,DEF,2023-24,Man Utd,32
Harry Arter,48615,37,MID,2016-17,Bournemouth,1
Harry Arter,48615,39,MID,2017-18,Bournemouth,1
Harry Arter,48615,435,MID,2023-24,Nott'm Forest,1
Harry Boyes,235640,704,DEF,2020-21,Sheffield Utd,37
Harry Kane,78830,403,FWD,2016-17,Spurs,1
Harry Kane,78830,394,FWD,2017-18,Spurs,1
Harry Kane,78830,388,FWD,2020-21,Spurs,1
Harry Kane,78830,357,FWD,2021-22,Spurs,1
Harry Kane,78830,500,FWD,2023-24,Spurs,1
Harry Lewis,198044,623,GK,2016-17,Southampton,20
Harry Lewis,198044,625,GK,2020-21,Southampton,17
Harry Lewis,198044,637,GK,2021-22,Southampton,15
Harry Maguire,95658,153,DEF,2016-17,Hull,1
Harry Maguire,95658,198,DEF,2017-18,Leicester,1
Harry Maguire,95658,298,DEF,2020-21,Man Utd,2
Harry Maguire,95658,273,DEF,2021-22,Man Utd,1
Harry Maguire,95658,387,DEF,2023-24,Man Utd,1
Harry Souttar,194190,550,DEF,2017-18,Stoke,6
Harry Toffolo,114241,465,DEF,2023-24,Nott'm Forest,1
Harry Tyrer,447325,682,GK,2020-21,Everton,26
Harry Tyrer,447325,616,GK,2021-22,Everton,8
Harry Wilson,153682,653,MID,2016-17,Liverpool,28
Harry Wilson,153682,257,MID,2020-21,Liverpool,1
Harry Wilson,153682,288,MID,2023-24,Fulham,1
Harry Winks,157668,513,MID,2016-17,Spurs,1
Harry Winks,157668,391,MID,2017-18,Spurs,1
Harry Winks,157668,397,MID,2020-21,Spurs,1
Harry Winks,157668,366,MID,2021-22,Spurs,1
Harvey Barnes,201666,642,MID,2017-18,Leicester,34
Harvey Barnes,201666,235,MID,2020-21,Leicester,1
Harvey Barnes,201666,215,MID,2021-22,Leicester,1
Harvey Barnes,201666,603,MID,2023-24,Newcastle,1
Harvey Elliott,444884,265,MID,2020-21,Liverpool,1
Harvey Elliott,444884,506,MID,2021-22,Liverpool,1
Harvey Elliott,444884,295,MID,2023-24,Liverpool,1
Harvey Griffiths,449133,787,MID,2023-24,Wolves,21
Harvey Vale,491785,672,MID,2021-22,Chelsea,21
Harvey White,448791,668,MID,2021-22,Spurs,20
Hassane Kamara,171099,676,DEF,2021-22,Watford,22
Haydon Roberts,433589,560,DEF,2021-22,Brighton,2
Hee-Chan Hwang,184754,583,FWD,2021-22,Wolves,4
Hee-Chan Hwang,184754,557,MID,2023-24,Wolves,1
Henri Lansbury,40564,30,MID,2020-21,Aston Villa,2
Heung-Min Son,85971,402,MID,2016-17,Spurs,1
Heung-Min Son,85971,390,MID,2017-18,Spurs,1
Heung-Min Son,85971,390,MID,2020-21,Spurs,1
Heung-Min Son,85971,359,MID,2021-22,Spurs,1
Heung-Min Son,85971,516,MID,2023-24,Spurs,1
Hjalmar Ekdal,478969,167,DEF,2023-24,Burnley,1
Hugo Bueno,490721,649,DEF,2020-21,Wolves,21
Hugo Bueno,490721,635,DEF,2021-22,Wolves,14
Hugo Bueno,490721,548,DEF,2023-24,Wolves,1
Hugo Lloris,37915,380,GK,2016-17,Spurs,1
Hugo Lloris,37915,375,GK,2017-18,Spurs,1
Hugo Lloris,37915,383,GK,2020-21,Spurs,1
Hugo Lloris,37915,353,GK,2021-22,Spurs,1
Hugo Lloris,37915,502,GK,2023-24,Spurs,1
Hwang Ui-jo,201440,466,FWD,2023-24,Nott'm Forest,1
Hákon Valdimarsson,507433,789,GK,2023-24,Brentford,22
Héctor Bellerín,98745,6,DEF,2016-17,Arsenal,1
Héctor Bellerín,98745,7,DEF,2017-18,Arsenal,1
Héctor Bellerín,98745,11,DEF,2020-21,Arsenal,1
Héctor Bellerín,98745,9,DEF,2021-22,Arsenal,1
Héctor Junior Firpo Adames,443967,463,DEF,2021-22,Leeds,1
Hélder Wander Sousa de Azevedo e Costa,165808,205,MID,2020-21,Leeds,1
Hélder Wander Sousa de Azevedo e Costa,165808,192,MID,2021-22,Leeds,1
Ian Carlo Poveda-Ocampo,215460,209,MID,2020-21,Leeds,1
Ian Carlo Poveda-Ocampo,215460,195,MID,2021-22,Leeds,1
Ian Maatsen,441302,609,MID,2023-24,Chelsea,1
Ibrahim Sangaré,210462,713,MID,2023-24,Nott'm Forest,5
Ibrahima Diallo,240143,565,MID,2020-21,Southampton,5
Ibrahima Diallo,240143,349,MID,2021-22,Southampton,1
Ibrahima Konaté,204716,243,DEF,2021-22,Liverpool,1
Ibrahima Konaté,204716,302,DEF,2023-24,Liverpool,1
Idrissa Gueye,80801,488,MID,2016-17,Everton,1
Idrissa Gueye,80801,155,MID,2017-18,Everton,1
Idrissa Gueye,80801,254,MID,2023-24,Everton,1
Igor Julio dos Santos de Paulo,223434,606,DEF,2023-24,Brighton,1
Iliman Ndiaye,440993,656,MID,2020-21,Sheffield Utd,22
Iliman Ndiaye,440993,486,FWD,2023-24,Sheffield Utd,1
Ilkay Gündogan,59859,236,MID,2016-17,Man City,1
Ilkay Gündogan,59859,253,MID,2017-18,Man City,1
Ilkay Gündogan,59859,271,MID,2020-21,Man City,2
Ilkay Gündogan,59859,250,MID,2021-22,Man City,1
Illan Meslier,437495,213,GK,2020-21,Leeds,1
Illan Meslier,437495,199,GK,2021-22,Leeds,1
Illia Zabarnyi,477580,89,DEF,2023-24,Bournemouth,1
Imrân Louza,471471,403,MID,2021-22,Watford,1
Indiana Vassilev,223349,51,FWD,2020-21,Aston Villa,2
Ionuț Radu,215531,607,GK,2023-24,Bournemouth,1
Isaac Hayden,153127,496,MID,2017-18,Newcastle,1
Isaac Hayden,153127,336,MID,2020-21,Newcastle,1
Isaac Hayden,153127,306,MID,2021-22,Newcastle,1
Isaac Hayden,153127,413,MID,2023-24,Newcastle,1
Isaac Price,491559,691,MID,2020-21,Everton,31
Isaac Price,491559,718,MID,2021-22,Everton,31
Isaac Success Ajayi,173514,393,FWD,2021-22,Watford,1
Ishé Samuels-Smith,536238,819,DEF,2023-24,Chelsea,25
Islam Slimani,149828,567,FWD,2016-17,Leicester,4
Islam Slimani,149828,212,FWD,2017-18,Leicester,1
Islam Slimani,149828,212,FWD,2017-18,Newcastle,26
Islam Slimani,149828,579,FWD,2020-21,Leicester,5
Ismaila Coulibaly,476938,478,MID,2023-24,Sheffield Utd,1
Ismaila Sarr,232185,399,MID,2021-22,Watford,1
Issa Diop,219924,451,DEF,2020-21,West Ham,1
Issa Diop,219924,424,DEF,2021-22,West Ham,1
Issa Diop,219924,271,DEF,2023-24,Fulham,1
Issa Kaboré,476369,602,DEF,2023-24,Luton,1
Ivan Neves Abreu Cavaleiro,166324,187,MID,2020-21,Fulham,1
Ivan Neves Abreu Cavaleiro,166324,269,MID,2023-24,Fulham,1
Ivan Perišić,45034,507,DEF,2023-24,Spurs,1
Ivan Toney,144485,78,FWD,2021-22,Brentford,1
Ivan Toney,144485,117,FWD,2023-24,Brentford,1
Ivo Grbic,173268,790,GK,2023-24,Sheffield Utd,22
Jack Butland,105666,316,GK,2016-17,Stoke,1
Jack Butland,105666,328,GK,2017-18,Stoke,1
Jack Butland,105666,586,GK,2020-21,Crystal Palace,6
Jack Butland,105666,156,GK,2021-22,Crystal Palace,1
Jack Colback,58771,299,MID,2017-18,Newcastle,1
Jack Cork,40145,367,MID,2016-17,Swansea,1
Jack Cork,40145,90,MID,2017-18,Burnley,1
Jack Cork,40145,84,MID,2020-21,Burnley,2
Jack Cork,40145,101,MID,2021-22,Burnley,1
Jack Cork,40145,163,MID,2023-24,Burnley,1
Jack Grealish,114283,37,MID,2020-21,Aston Villa,2
Jack Grealish,114283,33,MID,2021-22,Man City,1
Jack Grealish,114283,354,MID,2023-24,Man City,1
Jack Grieves,573808,734,FWD,2021-22,Watford,36
Jack Harrison,221399,203,MID,2020-21,Leeds,1
Jack Harrison,221399,267,MID,2021-22,Leeds,1
Jack Harrison,221399,661,MID,2023-24,Everton,2
Jack Hinshelwood,532529,621,MID,2023-24,Brighton,1
Jack Jenkins,492374,599,MID,2020-21,Leeds,8
Jack Jenkins,492374,631,MID,2021-22,Leeds,12
Jack O'Connell,146610,354,DEF,2020-21,Sheffield Utd,1
Jack Robinson,83427,352,DEF,2020-21,Sheffield Utd,1
Jack Robinson,83427,576,DEF,2023-24,Sheffield Utd,1
Jack Stephens,88900,504,DEF,2016-17,Southampton,1
Jack Stephens,88900,313,DEF,2017-18,Southampton,1
Jack Stephens,88900,367,DEF,2020-21,Southampton,1
Jack Stephens,88900,338,DEF,2021-22,Southampton,1
Jack Walton,207722,338,GK,2023-24,Luton,1
Jack Wilshere,54102,17,MID,2016-17,Arsenal,1
Jack Wilshere,54102,17,MID,2016-17,Bournemouth,4
Jack Wilshere,54102,24,MID,2017-18,Arsenal,1
Jack Wilshere,54102,434,MID,2020-21,West Ham,1
Jacob Brown,242453,631,FWD,2023-24,Luton,1
Jacob Bruun Larsen,179458,608,MID,2023-24,Burnley,1
Jacob Murphy,114243,478,MID,2017-18,Newcastle,1
Jacob Murphy,114243,497,MID,2020-21,Newcastle,1
Jacob Murphy,114243,304,MID,2021-22,Newcastle,1
Jacob Murphy,114243,423,MID,2023-24,Newcastle,1
Jacob Ramsey,232653,554,MID,2020-21,Aston Villa,3
Jacob Ramsey,232653,51,MID,2021-22,Aston Villa,1
Jacob Ramsey,232653,55,MID,2023-24,Aston Villa,1
Jacob Sørensen,235546,327,DEF,2021-22,Norwich,1
Jacob Wright,516250,814,MID,2023-24,Man City,24
Jadan Raymond,474908,724,MID,2023-24,Crystal Palace,8
Jaden Philogene-Bidace,481624,683,MID,2020-21,Aston Villa,27
Jaden Philogene-Bidace,481624,497,MID,2021-22,Aston Villa,1
Jaden Philogene-Bidace,481624,54,MID,2023-24,Aston Villa,1
Jadon Sancho,209243,485,MID,2021-22,Man Utd,1
Jadon Sancho,209243,397,MID,2023-24,Man Utd,1
Jaidon Anthony,444180,62,MID,2023-24,Bournemouth,1
Jairo Riedewald,173954,482,MID,2017-18,Crystal Palace,1
Jairo Riedewald,173954,144,MID,2020-21,Crystal Palace,1
Jairo Riedewald,173954,157,MID,2021-22,Crystal Palace,1
Jairo Riedewald,173954,239,MID,2023-24,Crystal Palace,1
Jake Cain,243343,607,MID,2020-21,Liverpool,12
Jake Livermore,49944,157,MID,2016-17,Hull,1
Jake Livermore,49944,157,MID,2016-17,West Brom,22
Jake Livermore,49944,426,MID,2017-18,West Brom,1
Jake Livermore,49944,409,MID,2020-21,West Brom,1
Jake O'Brien,512462,235,DEF,2023-24,Crystal Palace,1
Jake Vokins,214470,380,DEF,2020-21,Southampton,1
Jakub Kiwior,440854,10,DEF,2023-24,Arsenal,1
Jakub Moder,243505,628,MID,2020-21,Brighton,18
Jakub Moder,243505,75,MID,2021-22,Brighton,1
Jakub Moder,243505,144,MID,2023-24,Brighton,1
Jakub Ojrzynski,490138,678,GK,2020-21,Liverpool,26
Jamaal Lascelles,101148,290,DEF,2017-18,Newcastle,1
Jamaal Lascelles,101148,328,DEF,2020-21,Newcastle,1
Jamaal Lascelles,101148,299,DEF,2021-22,Newcastle,1
Jamaal Lascelles,101148,419,DEF,2023-24,Newcastle,1
Jamal Baptiste,462384,669,DEF,2020-21,West Ham,24
Jamal Baptiste,462384,554,DEF,2021-22,West Ham,1
Jamal Lewis,194799,513,DEF,2020-21,Newcastle,1
Jamal Lewis,194799,311,DEF,2021-22,Newcastle,1
Jamal Lewis,194799,420,DEF,2023-24,Newcastle,1
Jamal Lowe,128309,73,MID,2023-24,Bournemouth,1
James Bree,184386,43,DEF,2020-21,Aston Villa,2
James Garner,232928,317,MID,2020-21,Man Utd,2
James Garner,232928,250,MID,2023-24,Everton,1
James Hill,463981,69,DEF,2023-24,Bournemouth,1
James Justin,220627,239,DEF,2020-21,Leicester,1
James Justin,220627,218,DEF,2021-22,Leicester,1
James Maddison,172780,231,MID,2020-21,Leicester,1
James Maddison,172780,212,MID,2021-22,Leicester,1
James Maddison,172780,504,MID,2023-24,Spurs,1
James McArthur,50471,114,MID,2016-17,Crystal Palace,1
James McArthur,50471,127,MID,2017-18,Crystal Palace,1
James McArthur,50471,130,MID,2020-21,Crystal Palace,1
James McArthur,50471,148,MID,2021-22,Crystal Palace,1
James McAtee,432714,629,MID,2021-22,Man City,12
James McAtee,432714,360,MID,2023-24,Man City,1
James McAtee,432714,360,MID,2023-24,Sheffield Utd,5
James McCarthy,50472,136,MID,2016-17,Everton,1
James McCarthy,50472,150,MID,2017-18,Everton,1
James McCarthy,50472,131,MID,2020-21,Crystal Palace,1
James McConnell,491501,629,MID,2023-24,Liverpool,1
James Milner,15157,208,MID,2016-17,Liverpool,1
James Milner,15157,222,MID,2017-18,Liverpool,1
James Milner,15157,241,MID,2020-21,Liverpool,1
James Milner,15157,221,MID,2021-22,Liverpool,1
James Milner,15157,142,MID,2023-24,Brighton,1
James Morris,242183,633,DEF,2021-22,Watford,13
James Rodríguez,60025,508,MID,2020-21,Everton,1
James Rodríguez,60025,166,MID,2021-22,Everton,1
James Shea,77818,335,GK,2023-24,Luton,1
James Storer,518504,621,GK,2021-22,Wolves,10
James Sweet,503308,817,DEF,2023-24,Arsenal,25
James Tarkowski,17761,59,DEF,2016-17,Burnley,1
James Tarkowski,17761,79,DEF,2017-18,Burnley,1
James Tarkowski,17761,81,DEF,2020-21,Burnley,2
James Tarkowski,17761,98,DEF,2021-22,Burnley,1
James Tarkowski,17761,265,DEF,2023-24,Everton,1
James Tomkins,49413,103,DEF,2016-17,Crystal Palace,1
James Tomkins,49413,117,DEF,2017-18,Crystal Palace,1
James Tomkins,49413,129,DEF,2020-21,Crystal Palace,1
James Tomkins,49413,147,DEF,2021-22,Crystal Palace,1
James Tomkins,49413,241,DEF,2023-24,Crystal Palace,1
James Trafford,432720,595,GK,2020-21,Man City,7
James Trafford,432720,596,GK,2023-24,Burnley,1
James Ward-Prowse,101178,306,MID,2016-17,Southampton,1
James Ward-Prowse,101178,317,MID,2017-18,Southampton,1
James Ward-Prowse,101178,370,MID,2020-21,Southampton,1
James Ward-Prowse,101178,341,MID,2021-22,Southampton,1
James Ward-Prowse,101178,664,MID,2023-24,West Ham,2
James Wright,481283,778,GK,2023-24,Aston Villa,21
Jamie Bowden,223337,717,MID,2021-22,Spurs,31
Jamie Donley,513588,722,FWD,2023-24,Spurs,7
Jamie McDonnell,524070,779,MID,2023-24,Nott'm Forest,21
Jamie Shackleton,221610,210,MID,2020-21,Leeds,1
Jamie Shackleton,221610,197,MID,2021-22,Leeds,1
Jamie Vardy,101668,184,FWD,2016-17,Leicester,1
Jamie Vardy,101668,209,FWD,2017-18,Leicester,1
Jamie Vardy,101668,224,FWD,2020-21,Leicester,1
Jamie Vardy,101668,205,FWD,2021-22,Leicester,1
Jan Bednarek,171771,315,DEF,2017-18,Southampton,1
Jan Bednarek,171771,376,DEF,2020-21,Southampton,1
Jan Bednarek,171771,343,DEF,2021-22,Southampton,1
Jan Paul van Hecke,469142,150,DEF,2023-24,Brighton,1
Jan Zamburek,420922,93,MID,2021-22,Brentford,1
Jannik Vestergaard,93100,369,DEF,2020-21,Southampton,1
Jannik Vestergaard,93100,340,DEF,2021-22,Leicester,1
Japhet Tanganga,199584,402,DEF,2020-21,Spurs,1
Japhet Tanganga,199584,371,DEF,2021-22,Spurs,1
Japhet Tanganga,199584,518,DEF,2023-24,Spurs,1
Jarell Quansah,441428,660,DEF,2021-22,Liverpool,18
Jarell Quansah,441428,626,DEF,2023-24,Liverpool,1
Jarosław Jach,185478,158,DEF,2021-22,Crystal Palace,1
Jarrad Branthwaite,480455,170,DEF,2020-21,Everton,1
Jarrad Branthwaite,480455,544,DEF,2021-22,Everton,1
Jarrad Branthwaite,480455,245,DEF,2023-24,Everton,1
Jarrod Bowen,178186,516,MID,2016-17,Hull,1
Jarrod Bowen,178186,445,MID,2020-21,West Ham,1
Jarrod Bowen,178186,420,MID,2021-22,West Ham,1
Jarrod Bowen,178186,526,MID,2023-24,West Ham,1
Jason Steele,49262,528,GK,2020-21,Brighton,1
Jason Steele,49262,54,GK,2021-22,Brighton,1
Jason Steele,49262,148,GK,2023-24,Brighton,1
Javier Manquillo,109528,538,DEF,2016-17,Sunderland,3
Javier Manquillo,109528,477,DEF,2017-18,Newcastle,1
Javier Manquillo,109528,332,DEF,2020-21,Newcastle,1
Javier Manquillo,109528,302,DEF,2021-22,Newcastle,1
Javier Manquillo,109528,422,DEF,2023-24,Newcastle,1
Jay Rodriguez,44683,311,FWD,2016-17,Southampton,1
Jay Rodriguez,44683,437,FWD,2017-18,West Brom,1
Jay Rodriguez,44683,86,FWD,2020-21,Burnley,2
Jay Rodriguez,44683,104,FWD,2021-22,Burnley,1
Jay Rodriguez,44683,177,FWD,2023-24,Burnley,1
Jay Stansfield,490146,651,FWD,2023-24,Fulham,1
Jay-Roy Grot,204642,207,MID,2020-21,Leeds,1
Jayden Bogle,226182,510,DEF,2020-21,Sheffield Utd,1
Jayden Bogle,226182,476,DEF,2023-24,Sheffield Utd,1
Jayden Danns,500058,824,FWD,2023-24,Liverpool,25
Jayden Luker,608060,729,MID,2023-24,Luton,9
Jayson Molumby,220738,553,MID,2017-18,Brighton,7
Jayson Molumby,220738,550,MID,2020-21,Brighton,3
Jean Michaël Seri,170271,189,MID,2020-21,Fulham,1
Jean-Philippe Gbamin,160987,161,MID,2020-21,Everton,1
Jean-Philippe Gbamin,160987,504,MID,2021-22,Everton,1
Jean-Philippe Gbamin,160987,251,MID,2023-24,Everton,1
Jean-Philippe Mateta,231747,641,FWD,2020-21,Crystal Palace,20
Jean-Philippe Mateta,231747,159,FWD,2021-22,Crystal Palace,1
Jean-Philippe Mateta,231747,232,FWD,2023-24,Crystal Palace,1
Jean-Ricner Bellegarde,231057,715,MID,2023-24,Wolves,5
Jed Steer,79852,32,GK,2020-21,Aston Villa,2
Jed Steer,79852,28,GK,2021-22,Aston Villa,1
Jeff Hendrick,83314,560,MID,2016-17,Burnley,4
Jeff Hendrick,83314,86,MID,2017-18,Burnley,1
Jeff Hendrick,83314,485,MID,2020-21,Newcastle,1
Jeff Hendrick,83314,297,MID,2021-22,Newcastle,1
Jeff Hendrick,83314,414,MID,2023-24,Newcastle,1
Jefferson Lerma Solís,152551,231,MID,2023-24,Crystal Palace,1
Jeffrey Schlupp,86417,169,MID,2016-17,Leicester,1
Jeffrey Schlupp,86417,169,MID,2016-17,Crystal Palace,21
Jeffrey Schlupp,86417,123,MID,2017-18,Crystal Palace,1
Jeffrey Schlupp,86417,142,MID,2020-21,Crystal Palace,1
Jeffrey Schlupp,86417,155,MID,2021-22,Crystal Palace,1
Jeffrey Schlupp,86417,240,MID,2023-24,Crystal Palace,1
Jensen Weir,440241,633,MID,2020-21,Brighton,18
Jenson Metcalfe,491557,760,MID,2023-24,Everton,17
Jeremy Ngakia,232391,400,DEF,2021-22,Watford,1
Jeremy Sarmiento,441192,612,MID,2021-22,Brighton,7
